id,nome,sku,preco_original,preco_promocional,categorias,descricao,url,timestamp,http_status
natural-colors-ocre,NATURAL COLORS - Ocre,natural-colors-ocre,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.196Z,200
natural-colors-mel,NATURAL COLORS - Mel,natural-colors-mel,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.196Z,200
natural-colors-avelã,NATURAL COLORS - Avelã,natural-colors-avelã,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.196Z,200
natural-colors-âmbar,NATURAL COLORS - Âmbar,natural-colors-âmbar,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.196Z,200
natural-colors-quartzo,NATURAL COLORS - Quartzo,natural-colors-quartzo,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.197Z,200
natural-colors-ice,NATURAL COLORS - Ice,natural-colors-ice,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.197Z,200
natural-colors-cristal,NATURAL COLORS - Cristal,natural-colors-cristal,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.197Z,200
natural-colors-grafite,NATURAL COLORS - Grafite,natural-colors-grafite,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.197Z,200
natural-colors-topázio,NATURAL COLORS - Topázio,natural-colors-topázio,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.197Z,200
natural-colors-búzios,NATURAL COLORS - Búzios,natural-colors-búzios,,,,"As lentes coloridas Natural Colors são lentes de acabamento primoroso e efeito altamente natural. Com suas 15 cores suaves e delicado aro ao redor da área externa da íris, Natural Colors é a lente que oferece beleza e ampla opção de graus, além de lentes tóricas fabricadas sob encomenda para o paciente, disponíveis nestas cores: Mel; Ocre; Grafite; Ice; Topázio; Quartzo; Cristal; Âmbar; Avelã; Jade; Safira; Búzios; Ipanema; Cielo; Ágata. As imagens do teste virtual são meramente ilustrativas - as cores podem variar de acordo com a cor original da íris do usuário.",https://solotica.com.br/produto/natural-colors/,2026-01-30T20:00:30.197Z,200
